id,lat,lon,traffic_signals,stop
122614906,33.8917668,-117.9941294,False,True
122614910,33.8913088,-117.9954077,False,False
122614913,33.8907308,-117.9957548,False,False
122614917,33.890145,-117.9961738,False,False
122614922,33.8889369,-117.9966153,False,False
122615308,33.8685413,-117.8396652,False,False
122615312,33.86901,-117.8403593,False,False
122615314,33.8689743,-117.841455,False,False
122615316,33.8685276,-117.8414121,False,False
122616724,33.9209085,-117.8774398,False,False
122616928,33.9239909,-118.0120269,False,False
122616931,33.9238945,-118.0097033,False,False
122616933,33.9241325,-118.0089318,False,False
122616934,33.9243502,-118.0081982,False,False
122616942,33.9254789,-118.0043153,False,False
122616952,33.92417,-118.0159287,False,False
122618984,33.8780663,-117.8842733,True,False
122620353,33.9303136,-117.9168685,False,False
122620357,33.9298686,-117.9169134,False,False
122620604,33.9043847,-117.8872675,False,False
122620681,33.9048379,-118.0224898,False,False
122620738,33.8421845,-117.8768597,False,False
122620774,33.8361804,-118.0236121,False,False
122620848,33.8842042,-117.8647577,False,False
122620892,33.9285054,-117.8898315,False,False
122620902,33.9249626,-117.8897209,True,False
122620904,33.9255373,-117.8897371,False,False
122620909,33.9274324,-117.8895733,False,False
122620913,33.9278886,-117.8893929,True,False
122620916,33.9283365,-117.8891987,False,False
122620988,33.9092266,-117.8767719,False,False
122621071,33.8795596,-117.9907412,False,False
122621119,33.8090435,-117.9777846,False,False
122621131,33.8111473,-117.9778088,False,False
122621458,33.8910661,-117.9697475,False,False
122621624,33.8504193,-117.9489325,False,False
122621627,33.8497555,-117.9496908,False,False
122621634,33.8485482,-117.9510598,False,False
122621643,33.8142698,-118.0168994,False,False
122621646,33.8145182,-118.0168995,False,False
122621705,33.909262,-117.8918804,False,False
122621708,33.9085169,-117.8922837,False,False
122621714,33.9073672,-117.893821,False,False
122621717,33.9073606,-117.8949653,False,False
122621733,33.9091453,-117.8915474,False,False
122621748,33.8626244,-117.9627743,False,False
122621750,33.8618645,-117.9627824,False,False
122621752,33.8614442,-117.9627765,False,False
122622103,33.8145392,-118.0142701,False,False
122622106,33.8121457,-118.0142291,False,False
122622113,33.8108509,-118.0141567,False,False
122622115,33.8099678,-118.0141462,False,False
122622492,33.8278555,-117.8491769,False,False
122622494,33.8278531,-117.8485199,False,False
122622495,33.8278476,-117.8470398,False,False
122622497,33.8278444,-117.8461676,False,False
122622499,33.8278413,-117.8453273,False,False
122622501,33.8278381,-117.8444663,False,False
122622502,33.8278295,-117.843606,False,True
122622667,33.9282641,-117.8927184,False,False
122622674,33.9284274,-117.8932506,False,False
122622777,33.8752376,-117.9455392,False,False
122622781,33.8770399,-117.9455573,False,False
122622890,33.8157514,-117.8505887,False,False
122622894,33.8166617,-117.8506002,False,False
122622898,33.9005069,-117.8593675,False,False
122622902,33.9005199,-117.8584487,False,False
122622907,33.9005306,-117.857559,False,False
122622909,33.9005344,-117.8566887,False,False
122622970,33.9263103,-117.9810269,False,False
122622972,33.9255022,-117.9816634,False,False
122622975,33.9246407,-117.9816772,False,False
122622979,33.9200457,-117.9816793,False,False
122622981,33.9193202,-117.9816807,False,False
122623027,33.8114688,-118.0008523,False,False
122623179,33.8514397,-117.9382346,False,False
122623181,33.8527643,-117.9382637,False,False
122623285,33.8718238,-117.8325391,False,False
122623290,33.871607,-117.8331291,False,False
122623454,33.8652643,-118.0112458,False,False
122623457,33.8631977,-118.0112217,False,False
122623461,33.8618402,-118.0111985,False,False
122623469,33.8538397,-118.0111208,False,False
122623472,33.8531995,-118.0111111,False,False
122623475,33.8524253,-118.0111126,True,False
122623478,33.8519815,-118.0111084,False,False
122623496,33.8484335,-118.0110779,False,False
122623503,33.8465644,-118.0110417,True,False
122623522,33.8439463,-118.0111463,False,False
122623524,33.8429804,-118.0108649,False,False
122623526,33.8425667,-118.0108791,False,False
122623530,33.8418782,-118.0108654,False,False
122623547,33.8367418,-118.0108003,False,False
122623550,33.8366336,-118.0110816,False,False
122623558,33.8352213,-118.0109226,False,False
122623561,33.8350533,-118.0109316,False,False
122623579,33.8268748,-118.0109054,False,False
122623581,33.8259785,-118.0108865,False,False
122623600,33.8205017,-118.0108028,False,False
122623604,33.8198927,-118.0108162,True,False
122623617,33.813178,-118.0107398,False,False
122623622,33.8122797,-118.0107266,False,False
122623707,33.9337402,-117.9282569,False,False
122623709,33.9344484,-117.9282437,False,False
122623719,33.9307871,-117.9283161,False,False
122623721,33.9314133,-117.9283165,False,False
122623723,33.931869,-117.928321,False,False
122623744,33.8446105,-117.9355815,False,False
122623747,33.8471339,-117.9356222,False,False
122624253,33.8414825,-117.8716437,False,False
122624258,33.8394126,-117.8716652,False,False
122624260,33.8387533,-117.87167,False,False
122624270,33.8348795,-117.871694,False,False
122624273,33.8338365,-117.871702,False,False
122624274,33.8333891,-117.8717054,False,False
122624278,33.8319997,-117.871716,False,False
122624281,33.8312136,-117.871722,False,False
122624284,33.8307973,-117.8717252,False,False
122624287,33.8304189,-117.871728,False,False
122624293,33.8293848,-117.8717359,False,False
122624298,33.8283466,-117.8717438,False,False
122624305,33.8259701,-117.8717485,False,False
122624368,33.8814294,-117.8975009,False,False
122624380,33.8774671,-117.8974502,False,False
122624382,33.8797928,-117.8974742,False,False
122624542,33.8351282,-117.891982,False,False
122624941,33.8630818,-117.9068766,False,False
122624994,33.8448008,-117.8589874,False,False
122625023,33.8249561,-117.8953921,False,False
122625075,33.8443098,-117.9047005,False,False
122625077,33.8444755,-117.9038583,False,False
122625209,33.9012533,-117.8566867,False,False
122625212,33.9013818,-117.8556971,False,False
122625214,33.9013871,-117.8550258,False,False
122625234,33.88979,-117.8562794,False,False
122625278,33.9075121,-117.9582862,True,False
122625337,33.9015841,-117.9919179,False,False
122625339,33.8988871,-117.992083,False,False
122625542,33.8297329,-117.8916395,False,False
122625623,33.891114,-117.835223,False,False
122625637,33.9336992,-117.936552,False,False
122625646,33.9319056,-117.936274,False,False
122625650,33.9327937,-117.9362766,False,False
122625651,33.9337002,-117.9362787,False,False
122625911,33.9001489,-118.011946,False,False
122625914,33.9002367,-118.0114306,False,False
122625918,33.900413,-118.010597,False,False
122625921,33.9015759,-118.0091036,False,False
122625923,33.9019307,-118.0080636,False,False
122625925,33.9019449,-118.0058709,False,False
122625936,33.8993804,-118.0150345,False,False
122626143,33.8803402,-117.8396622,False,False
122626240,33.912865,-117.9928671,False,False
122626421,33.8168442,-117.9445845,False,False
122626465,33.9310508,-117.9741088,False,False
122626468,33.9289885,-117.9740898,False,False
122626580,33.9286092,-117.9889738,False,False
122626582,33.9278565,-117.9889647,False,False
122626588,33.8262981,-117.8892029,False,False
122626591,33.8262881,-117.888393,False,False
122626596,33.9353528,-117.9892279,False,False
122626601,33.9346258,-117.9892434,False,False
122626602,33.9338879,-117.989257,False,False
122626628,33.893434,-117.8732559,False,False
122626630,33.894191,-117.8732627,False,False
122626848,33.9020895,-117.8331286,False,False
122626850,33.9020895,-117.8309455,False,False
122626852,33.9020798,-117.828789,False,False
122626875,33.8359781,-117.8322703,False,False
122626989,33.9318748,-117.9183068,False,False
122626990,33.9323389,-117.9183048,False,False
122626992,33.9333256,-117.9183048,False,False
122626995,33.9341024,-117.9183048,False,False
122626997,33.9350903,-117.9183141,False,False
122627066,33.8928126,-117.8679556,False,False
122627071,33.8952297,-117.8679823,False,False
122627073,33.8959207,-117.8679938,False,False
122627077,33.8969484,-117.8680108,False,False
122627079,33.8976405,-117.8680221,False,False
122627081,33.89835,-117.8680344,False,False
122627097,33.862493,-117.9330551,False,False
122627099,33.8624688,-117.9370295,False,False
122627102,33.8624564,-117.9378712,False,False
122627105,33.8625566,-117.9391441,False,False
122627173,33.848669,-117.9363197,False,False
122627175,33.8482443,-117.9377265,False,False
122627260,33.8108959,-118.0008462,False,False
122627279,33.831577,-117.9519449,False,False
122627286,33.8280896,-117.9519708,False,False
122627289,33.8278182,-117.951981,False,False
122627291,33.8273469,-117.9519673,False,False
122627293,33.8265885,-117.9519638,False,False
122627295,33.8258125,-117.951957,False,False
122627296,33.8250998,-117.9519744,False,False
122627298,33.8243584,-117.9522692,False,False
122627300,33.8236272,-117.9524712,False,False
122627305,33.8226967,-117.9524663,False,False
122627309,33.8218799,-117.9524688,False,False
122627315,33.8203596,-117.9524468,False,False
122627324,33.820372,-117.9518992,False,False
122627327,33.8183075,-117.951886,False,False
122627330,33.8178447,-117.9518858,False,False
122627346,33.9268255,-117.9306281,False,False
122627349,33.9265288,-117.9298728,False,False
122627351,33.9262295,-117.9290939,False,False
122627421,33.9274471,-117.9315014,False,False
122627428,33.8757432,-117.9049081,False,False
122627430,33.8765542,-117.904924,False,False
122627475,33.8980911,-117.8510801,False,False
122627477,33.8981141,-117.8501624,False,False
122627478,33.8981843,-117.8492784,False,False
122627486,33.8983006,-117.8484181,False,False
122627619,33.9270554,-117.9666754,False,False
122627630,33.9228993,-117.9705814,False,False
122627632,33.9228939,-117.9717844,False,False
122627741,33.8926086,-117.8492113,False,False
122627743,33.8926161,-117.8483299,False,False
122627745,33.8926232,-117.8474843,False,False
122627747,33.8926304,-117.8466399,False,False
122627794,33.814347,-117.8304435,False,False
122627797,33.8143936,-117.8275899,False,False
122627887,33.9241287,-117.9739645,False,False
122627923,33.8936203,-118.0055888,False,False
122627926,33.8931629,-118.005976,False,False
122628024,33.8627153,-117.906877,False,False
122628042,33.8732501,-117.9070307,False,False
122628051,33.8757409,-117.907071,False,False
122628052,33.8765448,-117.907075,False,False
122628053,33.8773509,-117.9070817,False,False
122628054,33.8776977,-117.9070817,False,False
122628055,33.8785089,-117.9070955,False,False
122628056,33.9325101,-118.0135848,False,False
122628057,33.8793203,-117.9071052,False,False
122628059,33.880434,-117.9071099,False,False
122628060,33.8813621,-117.9071367,False,False
122628070,33.8882285,-117.9085572,False,False
122628073,33.8884154,-117.9086472,False,False
122628274,33.8911758,-117.9218764,False,False
122628277,33.8908895,-117.9211594,False,False
122628290,33.8414701,-117.8739506,False,False
122628291,33.8407896,-117.8739486,False,False
122628571,33.8713426,-117.9330758,False,False
122628578,33.8732746,-117.9330782,False,False
122628585,33.8744558,-117.933202,False,False
122628587,33.8763713,-117.9332114,False,False
122628591,33.877302,-117.9332206,False,False
122628594,33.8775683,-117.9332383,False,False
122628595,33.8793553,-117.9332396,False,False
122628598,33.8802697,-117.9332177,False,False
122628600,33.8811384,-117.9332441,False,False
122628602,33.8819742,-117.9332482,False,False
122628608,33.8854908,-117.932248,False,False
122628703,33.9083188,-117.8527591,False,False
122628705,33.9060449,-117.8544475,False,False
122628732,33.8796972,-117.8607056,False,False
122628800,33.9264133,-117.8889048,False,False
122628806,33.9255953,-117.8874347,False,False
122628982,33.8710809,-117.9499984,False,False
122629086,33.9011504,-117.9365604,False,False
122629180,33.9081824,-117.9195785,False,False
122629182,33.9090581,-117.9195183,False,False
122629183,33.9099058,-117.9194583,False,False
122629185,33.9106896,-117.919438,False,False
122629187,33.9114774,-117.919424,False,False
122629189,33.9122872,-117.9193816,False,False
122629285,33.9063224,-118.0252403,False,False
122629287,33.9056848,-118.0248657,False,False
122629295,33.9025571,-118.0248933,False,False
122629302,33.9096003,-118.0247396,False,False
122629303,33.9091151,-118.0251656,False,False
122629609,33.8261349,-117.8303471,False,False
122629617,33.8131315,-117.8291102,False,False
122629683,33.8221947,-117.8954064,False,False
122630186,33.8989985,-117.8630904,False,False
122630189,33.9000233,-117.8631036,False,False
122630191,33.9003811,-117.8631082,False,False
122630193,33.9010559,-117.8631169,False,False
122630195,33.9013932,-117.8631213,False,False
122630197,33.9017858,-117.8631263,False,False
122630198,33.902521,-117.8631358,False,False
122630292,33.8444855,-117.9742602,False,False
122630722,33.929765,-117.893028,False,False
122630834,33.8305159,-117.9725215,False,False
122630925,33.909747,-117.9039166,True,False
122630928,33.9092798,-117.9026766,False,False
122631006,33.8464867,-118.0191824,True,False
122631030,33.8451496,-118.0194211,False,False
122631033,33.8446061,-118.0199602,False,False
122631035,33.8440959,-118.0204913,False,False
122631046,33.8435769,-118.0210545,False,False
122631052,33.8430355,-118.0216044,False,False
122631056,33.8423427,-118.0223259,False,False
122631060,33.8417108,-118.0230043,False,False
122631063,33.8409207,-118.0237994,False,False
122631066,33.839958,-118.0240708,False,False
122631069,33.8391346,-118.0240519,True,False
122631177,33.8257315,-117.961571,False,False
122631218,33.8495271,-117.9486777,False,False
122631221,33.8496388,-117.9486416,False,False
122631228,33.8491765,-118.0064948,False,False
122631358,33.8456542,-117.9439032,False,False
122631398,33.8611972,-118.0025125,False,False
122631404,33.8612244,-117.9993378,False,False
122631496,33.9284626,-117.8841022,False,False
122631500,33.9281052,-117.8842856,False,False
122631504,33.9273939,-117.8846944,False,False
122631513,33.9265487,-117.8848821,False,False
122631517,33.9258525,-117.8848509,False,False
122631588,33.8787275,-117.8309,False,False
122631618,33.9069124,-117.8683382,False,False
122631795,33.909212,-117.8941925,False,False
122631797,33.9088616,-117.8932389,False,False
122632018,33.8695827,-117.8602229,False,False
122632020,33.8695197,-117.8598416,False,False
122632023,33.8694377,-117.8593636,False,False
122632025,33.8693012,-117.8585675,False,False
122632033,33.8179095,-117.9447182,False,False
122632042,33.816524,-117.9445876,False,False
122632044,33.8156987,-117.9445878,False,False
122632064,33.8282594,-117.8835263,False,False
122632087,33.8215707,-117.8299031,False,False
122632090,33.8225082,-117.8299189,False,False
122632092,33.8229875,-117.8299336,False,False
122632230,33.8362549,-117.956778,False,False
122632480,33.8460008,-117.8591866,False,False
122632502,33.8810894,-117.9508684,False,False
122632505,33.8812573,-117.9510807,False,False
122632517,33.88306,-117.9248772,True,False
122632520,33.8827724,-117.9260675,False,False
122632534,33.8813374,-117.9301803,False,False
122632536,33.8813064,-117.9310678,False,False
122632540,33.8811357,-117.9354695,False,False
122632543,33.8811341,-117.9376347,False,False
122632546,33.8811335,-117.938917,False,False
122632548,33.8811198,-117.9396798,False,False
122632551,33.8811149,-117.9402782,False,False
122632554,33.8811545,-117.9415508,False,False
122632616,33.9220025,-117.9931734,False,False
122632619,33.9229064,-117.9918198,False,False
122632620,33.9232258,-117.9910231,False,False
122632625,33.9237076,-117.9883647,False,False
122632638,33.9246289,-117.9807603,False,False
122632641,33.9246282,-117.9798276,False,False
122632710,33.9223958,-118.0032904,False,False
122632725,33.9226332,-118.0074128,False,False
122632735,33.9229071,-118.016332,False,False
122632855,33.8200404,-117.9869379,False,False
122632879,33.8197737,-117.9846217,False,False
122632881,33.8197414,-117.9869119,False,False
122633082,33.8863909,-117.8600628,False,False
122633165,33.8819018,-117.833861,False,False
122633167,33.8817164,-117.8330057,False,False
122633311,33.9012701,-117.8474896,False,False
122633327,33.9213337,-117.9705673,False,False
122633338,33.8290657,-117.891416,False,False
122633340,33.8282731,-117.8911503,False,False
122633353,33.8202912,-117.889877,False,False
122633422,33.8155183,-118.0002758,False,False
122633521,33.8689596,-117.8570138,False,False
122633551,33.854953,-117.9816964,False,False
122633958,33.83486,-117.8596055,False,False
122633978,33.8355385,-117.8525107,True,False
122634014,33.8335962,-117.9221638,False,False
122634015,33.8335729,-117.9222644,False,False
122634027,33.8327107,-117.9271389,True,False
122634029,33.8327217,-117.9290271,False,False
122634047,33.8325417,-117.937172,True,False
122634055,33.832434,-117.9485149,False,False
122634068,33.8325665,-117.9541771,False,False
122634125,33.832234,-117.9795784,False,False
122634130,33.8322114,-117.9824676,False,False
122634142,33.8321607,-117.9890123,False,False
122634146,33.8321509,-117.9902824,False,False
122634153,33.8319458,-117.9978849,True,False
122634156,33.8319235,-117.9989807,False,False
122634158,33.8319193,-118.0000388,False,False
122634162,33.8319278,-118.0022173,True,False
122634164,33.8319044,-118.0053823,True,False
122634251,33.8934974,-117.871777,False,False
122634273,33.8305949,-117.8546113,False,False
122634405,33.8934332,-117.9524058,False,False
122634413,33.8939728,-117.9491532,False,False
122634425,33.8933477,-117.9560802,False,False
122634515,33.8295941,-117.9462843,False,False
122634517,33.8296012,-117.9476104,False,False
122634519,33.8296039,-117.9484725,False,False
122634521,33.829601,-117.9493449,False,False
122634523,33.8296096,-117.9501725,False,False
122634525,33.8296096,-117.9510345,False,False
122634527,33.8296068,-117.9527414,False,False
122634530,33.8296096,-117.953576,False,False
122634533,33.8296326,-117.9572711,False,False
122634542,33.8439312,-118.0174184,False,False
122634560,33.9126575,-117.9251916,False,False
122634563,33.9126194,-117.924394,False,False
122634566,33.9125781,-117.9238196,False,False
122634569,33.9125103,-117.9227471,False,False
122634572,33.9124528,-117.9216509,False,False
122634575,33.9123451,-117.9203298,False,False
122634579,33.9121861,-117.9166227,False,False
122634636,33.8297226,-117.9693936,False,False
122634765,33.8471711,-117.9953847,False,False
122634908,33.8393144,-117.9278544,False,False
122635023,33.9030388,-117.8785479,False,False
122635026,33.9035739,-117.8785668,False,False
122635034,33.9030359,-117.8792632,False,False
122635043,33.8930917,-117.8771766,False,False
122635045,33.8958519,-117.8772083,False,False
122635047,33.8963583,-117.8772294,True,False
122635049,33.8969283,-117.8772649,False,False
122635052,33.8992123,-117.8772347,False,False
122635054,33.899611,-117.8772289,False,False
122635085,33.840215,-117.897092,False,False
122635087,33.8409385,-117.8972711,False,False
122635364,33.8197582,-117.9240682,False,False
122635365,33.818135,-117.9240915,True,False
122635508,33.8242764,-117.8799751,False,False
122635516,33.8235751,-117.8799736,False,False
122635518,33.8228765,-117.8799722,False,False
122635520,33.8221326,-117.8799707,False,False
122635529,33.8203954,-117.8800152,False,False
122635535,33.8192562,-117.8800305,False,False
122635681,33.850799,-117.925313,False,False
122635683,33.8525827,-117.925345,False,False
122635817,33.9340353,-118.0266704,False,False
122635996,33.8812726,-117.9178601,False,False
122635999,33.8812474,-117.9172499,False,False
122636017,33.8196983,-117.8966018,False,False
122636019,33.8198129,-117.8960802,False,False
122636023,33.8198622,-117.8959443,False,False
122636026,33.8200852,-117.8949978,False,False
122636122,33.8460919,-117.9088752,False,False
122636125,33.8462853,-117.9080472,False,False
122636128,33.846469,-117.9072608,False,False
122636152,33.8455766,-117.9111382,False,False
122636156,33.8458026,-117.9101682,False,False
122636208,33.8781219,-117.9549898,False,False
122636211,33.8785637,-117.9554006,False,False
122636264,33.8121502,-118.0133681,False,False
122636266,33.8121326,-118.0151048,False,False
122636268,33.812133,-118.0160052,False,False
122636518,33.8222345,-118.0057028,False,False
122636545,33.8431178,-117.8373544,False,False
122636602,33.881401,-117.9015628,False,False
122636649,33.8183008,-117.9900951,False,False
122636873,33.8939444,-117.9633802,False,False
122636874,33.8939179,-117.9644818,False,False
122636877,33.8938899,-117.9651463,False,False
122636918,33.9131115,-117.9021288,True,False
122636919,33.9127165,-117.9010767,False,False
122636921,33.9123055,-117.8999782,False,False
122636924,33.9119121,-117.898954,False,True
122636929,33.9107474,-117.8958215,False,True
122636932,33.9103611,-117.8948092,False,False
122636934,33.9099765,-117.8937764,False,False
122636936,33.9095794,-117.8927239,False,True
122636938,33.9089215,-117.8909648,False,False
122636940,33.9086285,-117.8901689,False,False
122636950,33.8354153,-117.9004983,False,False
122636953,33.8362075,-117.8970625,False,False
122636956,33.8368198,-117.8944258,False,False
122636971,33.9060528,-117.8535131,False,False
122636973,33.906066,-117.8523179,False,False
122636975,33.9060713,-117.8503698,False,False
122636980,33.9060938,-117.8484015,False,False
122637077,33.8958105,-117.8483795,False,False
122637081,33.8958799,-117.8458803,False,False
122637087,33.8253872,-117.8726758,False,False
122637090,33.8248644,-117.8726729,False,False
122637093,33.8241209,-117.8726665,False,False
122637119,33.8304254,-117.8734083,False,False
122637122,33.828353,-117.8734198,False,False
122637124,33.8275587,-117.8734243,False,False
122637127,33.8267689,-117.8734287,False,False
122637129,33.8259839,-117.8734331,False,False
122637179,33.8422168,-117.8420836,False,False
122637184,33.8439016,-117.8432271,False,False
122637400,33.8403062,-117.8370818,False,False
122637412,33.840974,-117.9350278,False,False
122637545,33.8508046,-117.9269889,False,False
122637564,33.9340267,-117.9591948,False,False
122637571,33.9354869,-117.9592028,False,False
122637672,33.9022217,-117.9935374,False,False
122637705,33.924578,-117.9067424,True,False
122637716,33.9290384,-117.906638,False,False
122637718,33.9294577,-117.9066253,False,False
122637725,33.9318715,-117.9065065,True,False
122637863,33.8192553,-117.8805801,False,False
122637885,33.9264527,-117.8975552,False,False
122638046,33.8938203,-117.9669211,False,False
122638083,33.8203155,-117.9284677,False,False
122638085,33.8202669,-117.9322271,False,False
122638101,33.8201656,-117.938841,False,False
122638113,33.8202373,-117.9425405,False,False
122638116,33.8202266,-117.9435434,False,False
122638118,33.8201953,-117.9457202,False,False
122638121,33.8203544,-117.9466248,False,False
122638126,33.8203453,-117.9483797,False,False
122638127,33.8203401,-117.9485055,False,False
122638129,33.8203408,-117.9492544,False,False
122638132,33.8203362,-117.9501562,False,False
122638135,33.8203923,-117.9510056,False,False
122638146,33.8211226,-117.9533398,False,False
122638150,33.8203002,-117.9562856,False,False
122638158,33.8202825,-117.9333514,False,False
122638160,33.8202571,-117.9371091,False,False
122638330,33.8815125,-117.9910173,False,False
122638478,33.9095523,-117.8383554,False,False
122638484,33.9084171,-117.8382546,False,False
122638487,33.907927,-117.8382337,False,False
122638490,33.9074323,-117.8382195,False,False
122638493,33.9069588,-117.8382481,False,False
122638513,33.8281367,-117.9563151,False,False
122638788,33.9212933,-118.0038539,False,False
122638918,33.8403592,-117.8453608,False,False
122638922,33.8421494,-117.8476945,False,False
122638935,33.8318519,-117.8524134,False,False
122638938,33.8325401,-117.8521072,False,False
122638941,33.8332499,-117.8517917,False,False
122638942,33.8348579,-117.8516891,False,False
122638957,33.8418508,-117.8479966,False,False
122638960,33.8433254,-117.8501465,False,True
122638981,33.8284465,-117.9344112,False,False
122638983,33.8284158,-117.9363195,False,False
122638993,33.827801,-117.9528623,False,False
122638996,33.8278093,-117.9536063,False,False
122639000,33.8274724,-117.9546069,False,False
122639001,33.8274182,-117.9554587,False,False
122639003,33.8274154,-117.9563173,False,False
122639006,33.82751,-117.9572691,False,False
122639015,33.8635607,-117.9554723,False,False
122639017,33.8635447,-117.9583541,False,False
122639027,33.8640779,-117.9330514,False,False
122639029,33.8640355,-117.9370295,False,False
122639036,33.8636928,-117.9439353,False,False
122639049,33.8644521,-117.9273369,False,False
122639052,33.8644644,-117.928673,False,False
122639058,33.8635784,-117.954485,False,False
122639068,33.8635756,-117.9477837,False,False
122639070,33.8633112,-117.9501684,False,False
122639078,33.8275144,-117.9471761,False,False
122639080,33.8275123,-117.9480395,False,False
122639085,33.8273205,-117.949759,False,False
122639089,33.8644482,-117.9242803,False,False
122639092,33.8644203,-117.9264807,False,False
122639146,33.9276033,-117.9739155,False,False
122639148,33.9268322,-117.9739163,False,False
122639347,33.9188518,-117.949145,False,False
122639711,33.8629835,-117.9637297,False,False
122639713,33.8629908,-117.9645709,False,False
122639715,33.8629784,-117.9653954,False,False
122639717,33.8629766,-117.966229,False,False
122639718,33.8629699,-117.9670836,False,False
122639722,33.8414701,-117.8743149,False,False
122639724,33.8433069,-117.874317,False,False
122640471,33.8255529,-117.8883389,False,False
122640474,33.8253782,-117.8883416,False,False
122640520,33.8558383,-117.909992,False,False
122640522,33.8558474,-117.9094358,False,False
122640572,33.8754361,-117.9265436,False,False
122640575,33.875413,-117.9287233,False,False
122640579,33.8754091,-117.9308992,False,False
122640583,33.8751372,-117.9342874,False,False
122640586,33.8748553,-117.9353556,False,False
122641230,33.8351357,-117.8455666,False,False
122641270,33.8809254,-117.9908532,False,False
122641427,33.8291547,-117.8640657,False,False
122641618,33.8941188,-117.9558965,False,False
122642006,33.8813599,-117.8562427,False,False
122642010,33.8830491,-117.8557306,False,False
